address,suggested_country,force_suggested_country,country,town
"PETRENKO IVAN LEONIDOVYCH
VUL. SHEVCHENKA, BUD. 17
M. BILA TSERKVA
KYIVS'KA OBL.
09117
UKRAINE",UA,true,UA,BILA TSERKVA
"MR. ALI AL-MATWI
P.O. BOX 1714
DUBAI",AE,true,AE,DUBAI
"MR. ALI AL-MATWI
P.O. BOX 1714
DUBAI
AE",AE,true,AE,DUBAI
"MR. ALI AL-MATWI
P.O. BOX 1714
DUBAI
UNITED ARAB EMIRATES (UAE)",AE,true,AE,DUBAI
"MR A SMITH
3A HIGH STREET
HEDGE END
SOUTHAMPTON
SO31 4NG",GB,true,GB,SOUTHAMPTON
"MR A SMITH
3A HIGH STREET
HEDGE END
SOUTHAMPTON
SO31 4NG
GB",GB,true,GB,SOUTHAMPTON
"MR A SMITH
3A HIGH STREET
HEDGE END
SOUTHAMPTON
SO31 4NG
UNITED KINGDOM",GB,true,GB,SOUTHAMPTON
"JEREMY MARTINSON JR
455 LARKSPUR DR APT 23
ANAHEIM CA  92802",US,true,US,ANAHEIM
"JEREMY MARTINSON JR
455 LARKSPUR DR APT 23
ANAHEIM CA  92802 US",US,true,US,ANAHEIM
"JEREMY MARTINSON JR
455 LARKSPUR DR APT 23
ANAHEIM CA  92802
UNITED STATES OF AMERICA",US,true,US,ANAHEIM
"MR LE VAN BINH (MOTHER IS LY THI HOA)
NUMBER 123A TRAN HUNG DAO STREET,
NGUYEN DU WARD,
HAI BA TRUNG DISTRICT,
HA NOI CITY,",VN,true,VN,HA NOI
"MR LE VAN BINH (MOTHER IS LY THI HOA)
NUMBER 123A TRAN HUNG DAO STREET,
NGUYEN DU WARD,
HAI BA TRUNG DISTRICT,
HA NOI CITY,
VN",VN,true,VN,HA NOI
"MR LE VAN BINH (MOTHER IS LY THI HOA)
NUMBER 123A TRAN HUNG DAO STREET,
NGUYEN DU WARD,
HAI BA TRUNG DISTRICT,
HA NOI CITY,
VIET NAM",VN,true,VN,HA NOI
